broker_company,broker_name,broker_phone_number,broker_photo_url,business_location,description,header,image_url,price
,,,,"Downey, CA","* Modern 1,240sf fried chicken restaurant * Turn-key, newly built up 3 years ago * Yearly cash flow over 65k * Monthly rent $6,500 includes NNN * Absentee owner will not provide training * Main stream...","Newer Renovation 1,200sf Fried Chicken in Main Stream Plaza",https://images.bizbuysell.com/shared/listings/216/2169677/891ab7e8-fa00-4435-8a9b-08f5c9cf8ad0-W336.jpg,95000.0
,,,,California,"Do you dream of owning a flourishing business that combines your passion for plants, gifts, and home decor? If so, you won’t want to miss this rare opportunity to acquire a stunning nursery, gift shop...",A Thriving Garden & Gift Shop awaits.....,https://images.bizbuysell.com/shared/listings/214/2140631/c8ea017c-200f-4a4e-acc3-8b7cc62e0136-W336.jpg,1100000.0
,Bill Swift,3106665638,,"San Bernardino County, CA","Get it all in one deal! Land, building, business, inventory, tools, FF&E in one package. Established sewer, septic, drain cleaning company with office and two adjoining equipment storage yards. Over...",Sale Pending,https://images.bizbuysell.com/shared/listings/213/2135071/d9b046c2-4c54-4b18-83cf-a5b5e779da91-W336.jpg,1400000.0
,,,,"Huntington Beach, CA","A well established salon specializing in eyelash extensions and other beauty services , located at the corner of a major street and surrounded by many other businesses. Modern, well designed space ,...",Modern Salon with Suites,https://images.bizbuysell.com/shared/listings/212/2129880/160a91f0-6aa9-4d66-82f6-aa93fb7369a7-W336.jpg,69000.0
,,,,"San Diego County, CA",Absentee owner has improved sales since purchasing. Great location in a trade area highly trafficked with tourism leading to many attractions. Wienerschnitzel is the largest hot dog chain with nearly...,Wienerschnitzel Opportunity for Sale!,https://images.bizbuysell.com/shared/listings/206/2069250/27514536-e912-4a32-adba-17e0e1943c51-W336.jpg,495000.0
,,,,"Morgan Hill, CA","Name is not included, This Restaurant is listed under value for a quick sale & will not last long, Best Spot in Downtown Morgan Hill, Breakfast & Lunch, Type 47 License include in the price, this...","Breakfast & Lunch w/Burgers,  Downtown Morgan Hill, Type 47 License",https://images.bizbuysell.com/shared/listings/220/2201012/3ab80cee-25b2-4b31-b257-4b31d25808c7-W336.jpg,298000.0
,,,,"Concord, CA","Location Location Location!!! Franchise with Name Recognition. Simple concept delivers Solid returns. TOP revenue generator in the region for several years. Gross Sales: $1,91.164-$1,330,270 ++ Rent:...",Sub Shop with amazing ROI (In- Contract),https://images.bizbuysell.com/shared/listings/220/2200996/cc60d282-7872-4381-87b8-f35c91dfd215-W336.jpg,525000.0
,,,,"Piedmont, CA","High income dry cleaners' agent for sale. Good location, short hours, great potential for this location. We do laundry, dry cleaning, rug cleaning, and alterations. Monthly sales about $25k, more dry...","High Income Dry Cleaners Agent, short hours, good loc, Great potential",https://images.bizbuysell.com/shared/listings/215/2151807/c44ff32d-4b6f-4d98-b146-04fef89e742f-W336.jpg,175000.0
,,,,"Los Angeles, CA",Home Health Agency for Sale - Excellent Opportunity in the Healthcare Industry Are you looking to venture into the booming healthcare industry? Here's a remarkable opportunity to own a...,*Home Health Care Agency  * FOR SALE,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/healthhome.jpg,210000.0
,,,,"San Francisco County, CA","Exciting opportunity to own an award-winning turnkey luxury hair salon and spa. Located on a busy street in a highly desirable area of San Francisco County, the salon has a well-established client...",Established San Francisco Hair Salon,https://images.bizbuysell.com/shared/listings/208/2087050/dfb99e29-f6d0-4213-afd6-197fbfce7311-W336.jpg,471800.0
,,,,"Santa Clara County, CA","Unlock the potential of a uniquely designed spa specializing in professional therapeutic massage, dedicated to enhancing health and well-being. This rare gem is strategically located in an area with...",Limited Opportunity: Invest in a Turnkey Spa Business,https://images.bizbuysell.com/shared/listings/220/2206351/0d15e2f2-1313-4051-bd67-5956c7ad1b5f-W336.jpg,40000.0
,,,,"Palo Alto, CA","A beautiful & attractive restaurant in the Heart of Palo Alto OFF university Ave, Excellent Rent & Terms, can be converted, full kitchen with type 1 hood as well as type 2 for baking equipped with...","Glamorous Breakfast Lunch Restaurant, Type 47 License D.T.  Palo Alto",https://images.bizbuysell.com/shared/listings/220/2206339/6f6b4af4-4b1d-45cc-8e81-d23c63a891f9-W336.jpg,488000.0
,,,,California,Bay Area Wholesale Bakery serving some of the San Francisco’s Busiest Café Businesses RRC# 4704 Location: San Francisco Bay Area Description: Highly Successful with a tremendous reputation Wholesale...,Bay Area Wholesale Bakery serving some of SF's Busiest Café Businesses,https://images.bizbuysell.com/shared/listings/220/2206337/df4ed2ad-f6e9-4cd9-a488-f1fbe725765f-W336.jpg,550000.0
,,,,Available in California,"Join one of the fastest-growing, most simple-to-run healthy fast-casual restaurants. Generate
strong revenues while nourishing your community!",Toastique,https://images.bizbuysell.com/fnw/images/1001/1059/bb8792b5-d3b5-41df-b716-fafea313f859.png,200000.0
,,,,"San Francisco, CA","GREAT OPPORTUNITY! Established 2018, lots of type of candy selections . -Japan - Thai - UK And also we are serving Double Rainbow Ice cream. It's happy and colorful place. Very good location. busy...","Candy  And Ice Cream Store On Haight-Ashbury , San Francisco",https://images.bizbuysell.com/shared/listings/220/2200018/839aa31c-177c-454d-85a0-d3962cd6eda9-W336.jpg,28000.0
,,,,"Los Angeles County, CA","A Beautiful Cycling Studio/Fitness Business for Sale in Los Angeles area!!! Will be Great to add Dance, Pilates & Yoga as well. Located in one of the most popular and well known plazas in the valley....",A Beautiful Cycling Studio/Fitness Business for Sale in Los Angeles!!!,https://images.bizbuysell.com/shared/listings/219/2199960/6781a31d-b09a-418d-8874-f9ff8042efa2-W336.jpg,325000.0
,,,,"Anaheim, CA","Attention all entrepreneurs and business-minded individuals! Are you looking for an excellent opportunity to invest in a well-established franchise? Look no further because Subway, the world's largest...",Established Subway Business For Sale,https://images.bizbuysell.com/shared/listings/219/2199943/ab0fcd5c-7707-4441-920f-25f127530e9b-W336.jpg,95000.0
,,,,"Orange, CA",Well-positioned donut shop in a prime location where heavy foot traffic move around near the community collage. 18-yr run. Hard-working owner works full time 7 days a week without an employee. By...,"Donut & Ice Cream: Hot Spot, Near Collage, Netting 50K, Prc $109,000",https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/fooddonut.jpg,109000.0
,,,,"Lodi, CA","For sale is a neighborhood convenience store with beer and wine with liquor, in Lodi, a busy populated location with $140,000 gross sales per month. There is a Lotto + ATM for additional income and it...",Busy Liquor Store --IN ESCROW!!,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/retailliquor.jpg,1350000.0
,,,,"Van Nuys, CA","Chinese/Sushi Restaurant in business for 25 years located off of Sepulveda Blvd in Van Nuys half mile from the Sherman Oaks galleria. Asking Price: $100,000 Taking all offers Gross Annual Revenue:...",Established Chinese/Sushi Restaurant,https://images.bizbuysell.com/shared/listings/219/2199855/e6fc514b-dca9-4fda-bac0-b9bc70886fb2-W336.jpg,100000.0
,,,,California,"This consulting firm provides biotechnology companies with consultants that specialize in key areas: project management, commissioning, validation/qualification, project engineering, change control,...",Biotech Pharmaceutical Consulting Firm,https://images.bizbuysell.com/shared/listings/219/2199811/dfce192c-8c19-4f76-93b5-efea46f00005-W336.jpg,
,,,,"Torrance, CA","Are you ready to step into a thriving auto repair business with immense potential? Look no further! Our European auto repair shop, located in a prime area, is now available for new ownership. Key...",Turnkey European Auto Repair Business for Sale,https://images.bizbuysell.com/shared/listings/220/2203328/9b7c2c4a-aa38-4196-940f-d30a14996018-W336.jpg,40000.0
,,,,,,,,
,,,,"Tulare County, CA",This is a great offer that comes with a Vending Machine Route for 1 price!! And The Salon was completely built from the ground up in 1997. Business has been in existence for over 25 years with loyal...,Established Salon in a desirable Location and a Vending Machine Route!,https://images.bizbuysell.com/shared/listings/217/2171381/fdb18b93-08a1-4a75-b66e-6031ce016f18-W336.png,60000.0
,,,,"Orange County, CA",Voted #1 Chocolate and Candy Shop for 2022! This long established Orange County confectionery franchise is turn-key and ready for you! Gaining locals and tourist business for several years. The...,Well-Established OC Rocky Mountain Chocolate Franchise. PRICE REDUCED!,https://images.bizbuysell.com/shared/listings/215/2158135/c8d695c2-3d89-4990-b8e6-814dc7a21910-W336.jpg,360000.0
,,,,"Monterey County, CA",long term operation with a stable source of customers; best location in town and big space....,excellent location Chinese restaurant for sale,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/foodchinese.jpg,350000.0
,,,,"Los Angeles County, CA","This amazingingly profitable recurring revenue business specializes in providing non-surgical hair replacement, hair rejuvenation, and hair care & maintenance for both male and female clients with...",Non-Surgical Hair Replacement grows amazing recurring revenue streams!,https://images.bizbuysell.com/shared/listings/210/2109436/f3e149bb-846a-4454-bde5-2fed74a8d76d-W336.png,875000.0
,,,,"Chico, CA","The RV business has been exploding over the past few years and isn't slowing down; especially with the increased need for temporary housing. For the right person / people, this business could easily...","Growing RV Rental Business in Chico, CA!",https://images.bizbuysell.com/shared/listings/208/2089839/903ba475-0f0f-41d2-b76a-573f92806470-W336.jpg,350.0
,,,,"Los Angeles County, CA",SERVPRO was ranked #8 in the 2022 Franchise 500 and #1 in the Restoration Services Category by Entrepreneur Magazine. This is an excellent opportunity in the Los Angeles County area. Turnkey...,Established SERVPRO Franchise in Los Angeles Ca.,https://images.bizbuysell.com/shared/listings/207/2079037/bb2bffc7-eb6f-44af-9bac-c23e2cdded74-W336.jpg,495000.0
,,,,"Glendale, CA",This is a sale of the Chocolate & Flower Shop in the City of Glendale. Business is located on Glenoaks Blvd. with lots of foot and driving traffic. Business is known for its high class customer...,Chocolate and Flower Shop in Glendale,https://images.bizbuysell.com/shared/listings/219/2198125/b3525162-6bae-490c-9787-a7622297764a-W336.jpg,150000.0
Premier Realty,Khalid Saddique,9166702117,,"Imperial County, CA","Prime location!! Feasibility study showing 900,000 gallons per month 20 acre commercial lot approved for a truck stop. (major brand approval in place ) seller is looking for serious buyers only and a...",Truck Stop development site (major Brand),https://images.bizbuysell.com/shared/listings/215/2159144/5cf228e3-d599-4aaf-b6ae-ed4d2d97eab6-W336.jpg,6800000.0
,,,,"North Hollywood, CA","Amazing opportunity to not only acquire a fully operational Indoor Cultivation & Distribution business in North Hollywood, but also the Real Estate! Currently operational the business generated $2...","Cultivation Distribution Delivery (North Hollywood, CA) #1274",https://images.bizbuysell.com/shared/listings/220/2205816/98f248a8-5042-4f97-b474-392a4761aad8-W336.png,4000000.0
,,,,,,,,
,,,,"Sebastopol, CA","This pizza restaurant has a large walk-in refrigerator, an 8’ type 1 Stainless Steel exhaust hood with Ansul system, 2 stackable gas pizza ovens, 2 gas burners, 4 door pizza prep table, 60-Quart...",Great Pizza Restaurant in Sebastopol For Sale,https://images.bizbuysell.com/shared/listings/220/2204918/ac58fac5-9a49-4bf6-8880-a6ea1ef0d7aa-W336.jpg,95000.0
,,,,"San Francisco, CA",Vandermade Commercial presents a one of a kind opportunity to own an upscale wine bar with a type 41 beer and wine license in a bustling merchant corridor in the Mission District of San Francisco....,Mission Wine Bar for Sale,https://images.bizbuysell.com/shared/listings/219/2197159/196e0b6b-3f5c-45b8-a129-8b2178f32d58-W336.jpg,125000.0
,,,,California,Sunbelt Business Brokers of Baton Rouge presents this incredible opportunity to embark on a flavorful journey in the heart of South Louisiana. Presenting a turn-key daiquiri bar with drive-thru. This...,Turn-Key Daiquiri Shop Business For Sale with Drive-Thru For Sale in S,https://images.bizbuysell.com/shared/listings/219/2197104/60c83a38-436f-4c17-a786-68c885be21f8-W336.jpg,350000.0
,Ian Mil,(424) 229-2249,,"Los Angeles County, CA","Prime location with high foot traffic and established recognition are up for grabs! This asset sale offers the perfect opportunity for a buyer to rebrand and put their own spin on existing store,...",Juice /  Smoothie  /  Acai Bar - Asset Sale - Prime Brentwood Location,https://images.bizbuysell.com/shared/listings/219/2199594/9179a97c-7b07-47ad-86a9-ba74827ca039-W336.jpg,299500.0
,,,,"Kern County, CA",This small central California concrete business stays incredibly busy because of their great service and stellar reputation. This business is operated on a one acre lot with an incredibly low monthly...,Concrete Business with Huge Growth Potential,https://images.bizbuysell.com/shared/listings/219/2197097/489a2eba-7bc4-45e4-81b5-9c703071cca1-W336.png,500000.0
,,,,"San Francisco County, CA","Super longtime gift basket business!! We have been serving the Bay Area in addition to national and international sales for over 20 years!! Great location brick and mortar storefront, super lease and...",Longtime Gift Basket Business-Absentee Owners,https://images.bizbuysell.com/shared/listings/206/2064040/48c62692-21a9-41c3-b513-740cbdf4566a-W336.jpg,295000.0
,,,,"San Diego, CA","This is a very well established Auto Repair Shop which has been around since the 80's in a great location! This clean, organized shop is a money maker if operated correctly. Plenty of room for growth...",Established Auto Service and Repair Shop,https://images.bizbuysell.com/shared/listings/205/2057713/f312cc91-a7ce-4e68-a623-11a546f62f13-W336.jpg,395000.0
,,,,"Morgan Hill, CA","This is a well-established business that has been serving the community of Morgan Hill for over 20 years offering check cashing services, bill pay and money transfer services. The business could be...",Profitable Check Cashing Service Location,https://images.bizbuysell.com/shared/listings/219/2193544/63235721-2385-45a9-aa47-b8d82e51cc34-W336.jpg,75000.0
,,,,"Carlsbad, CA","• The owner is an EA • This practice was established in 2013 • No clients require in person meetings with seller and staff • Software in use includes Drake, TaxDome, ScheduleOnce, Zoom • Approximately...","Carlsbad, CA EA Practice for Sale - Available after 4/15",https://images.bizbuysell.com/shared/listings/219/2193377/052254d7-41d2-40f1-857a-afeb5179cada-W336.jpg,850000.0
,,,,"Los Angeles County, CA","After successfully running our award winning vegan fried chicken food truck business for 7 years, it is now time for us sell the business and move back to Europe to be closer to family and start a new...",A Well Established Vegan Food Truck Business in Los Angeles,https://images.bizbuysell.com/shared/listings/219/2191053/99b0031e-57c8-411a-8933-5f398dabe557-W336.jpg,140000.0
,,,,"Belmont, CA","A unique opportunity to acquire, invest and profit from a highly Reputable, well Established and Prosperous Professional Automotive repair-shop for Sale in a Prime/Desirable Location. This...",Reputable and Established Automotive Repair Shop,https://images.bizbuysell.com/shared/listings/218/2189675/e6b5d531-7adf-44a3-91f5-7775930952ab-W336.jpg,189000.0
,,,,"San Mateo County, CA","Successful wallpaper and textile brand that values ecologically and socially conscious production is available for acquisition. Both B2B and DTC, this business has return customers who seek out their...",Profitable Wallpaper Ecommerce Business,https://images.bizbuysell.com/shared/listings/218/2187943/2539b430-5c27-431e-a111-70d056e2c453-W336.png,130000.0
,,,,"San Francisco, CA","Fully Equipped Restaurant For Sale in San Francisco - Lower Nob Hill - 2 Blocks away from Union Square. Great Location!! 2,000 sf for the Street Level, 800 sq for the Down Stair Level. Rent at...",Fully Equipped Restaurant in SF (Lower Nob Hill) Great Location!!,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/foodother.jpg,150000.0
,,,,"Fullerton, CA","Once in a lifetime opportunity. Priced hundreds of thousands below market rate for a quick sale Up for sale is a larger shops, 6 bays. New alignment machine, brake lathe etc. Shop has been in business...","40+ years, Marquee auto/tire repair facility",https://images.bizbuysell.com/shared/listings/216/2168718/7884bb70-445c-4fb1-a6f7-fb6f0f5e523b-W336.jpg,250000.0
,,,,"Carlsbad, CA","Commercial pool service serving large hotels, resorts, and multi-family. There are four (4) full time employees and one (1) part time employee paid via payroll with taxes deducted. Payroll company is...",Commercial Pool Service,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/serviceother.jpg,375000.0
,,,,"Granite Bay, CA","This profitable, independent (solo) plumbing business has been in business since 2007 and is available for immediate sale. The business has a mix of commercial and residential business with strong...","Profitable, Independent Plumbing Business for Sale",https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/buildingplumbing.jpg,262500.0
,,,,"Alameda County, CA","Fantastic 1500 sq ft Thai restaurant is a true haven for food enthusiasts. Boasting a prime location with high foot traffic include a fully-equipped kitchen that caters to the art of Thai cuisine,...",Fantastic Thai restaurant.,https://images.bizbuysell.com/shared/listings/220/2200885/21084cab-07fd-45a6-9e45-56e7b393885b-W336.jpg,160000.0
,,,,"Glendale, CA",Beautiful high class jewelry store on Major Street in Glendale with Established clients since 1990. Lots of potential for the business Growth....,Jewelry Business Established  1990,https://images.bizbuysell.com/shared/listings/220/2200794/c888c6a8-c3b2-479b-9a84-807c1c5d22e0-W336.jpg,295000.0
,,,,"Sacramento, CA","Description: This popular liquor & Conv. store is located on an extremely busy street with ample free parking right in front. Mixed commercial and residential neighborhood, making it a go-to place for...",Liquor Store with Low Rent (Sacramento),https://images.bizbuysell.com/shared/listings/220/2203315/87b6ec97-926e-4463-9137-21ebc4917545-W336.jpg,349000.0
,,,,"Los Angeles County, CA",Discover a Unique Opportunity in the Specialty Bedding Market. Step into a world of opportunity with this well-established LuxuryMattress Store. This store isn't just a business; it's a platform fully...,Well-Established Luxury Mattress Store,https://images.bizbuysell.com/shared/listings/220/2203259/449dda3f-92b0-46b8-9101-ee5a1b549293-W336.jpg,149000.0
,,,,"Burbank, CA","FedEx Ground Routes For Sale: Well-established and highly profitable FedEx Ground routes. All routes are contiguous, making load sharing among routes efficient. Each route and supplemental comes with...","16 FedEx Ground Routes - Burbank, CA - Highly Profitable",https://images.bizbuysell.com/shared/listings/220/2203173/ef672d51-349b-4917-a647-0e40e5b7f41c-W336.jpg,1800000.0
,,,,"Fresno, CA","FedEx Ground Routes For Sale: Well-established and highly profitable FedEx Ground routes. All routes are contiguous, making load sharing among routes efficient. Each route and supplemental comes with...","15 FedEx Ground Routes - Fresno, CA - Highly Profitable",https://images.bizbuysell.com/shared/listings/220/2203172/c0f44782-ccde-4f21-8d56-2a28c796d2ab-W336.jpg,1700000.0
,,,,"Palmdale, CA",This gas station is a great opportunity for investors and 1031 exchange buyers to acquire the investment on a very busy and vibrant street and this gas station is a one-stop for all your convenience...,Gas Station with the Real Estate in Palmdale area,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/autogas.jpg,11000000.0
,,,,"Lakewood, CA","This exceptional opportunity presents a fully operational and licensed cannabis Dispensary & Delivery business nestled in the heart of Long Beach, CA, a bustling city with a population of 450k. The...","Operational Dispensary & Delivery (Long Beach, CA) #1273",https://images.bizbuysell.com/shared/listings/220/2205814/d4496445-79ba-4e2e-9ee4-66677adf8100-W336.png,1500000.0
,,,,"Redlands, CA","Absentee Smoke Shop: Redlands, California Is ""For Sale"" by Regional Real Estate - Commercial. Business is located in the city of Redlands, California. Open 7 days a week from 9:30am to 9:30pm,...","Absentee Smoke Shop: Redlands, California",https://images.bizbuysell.com/shared/listings/220/2204914/cd9f7814-fc75-43ca-8b1d-edea780106d1-W336.jpg,350000.0
,,,,"North Tustin, CA","If you are looking for an easy-to-operate Mexican fast-food restaurant, look no further. This newly renovated restaurant does great numbers and it is fully absentee-run. This high-volume quick-service...",High Volume Mexican Fast Food Restaurant,https://images.bizbuysell.com/shared/listings/219/2197074/349594b2-1687-4be4-b4df-46311f002c0e-W336.jpg,499000.0
,,,,"San Diego County, CA","Very well established iron ornamental business with an impeccable reputation. Experienced artistic fabricators and certified welders. Cal OSHA compliant and certified shop as well as licensed, bonded...",Quality Welding Services - Residential and Commercial,https://images.bizbuysell.com/shared/listings/201/2018313/e671daa5-bec4-434e-8fba-9cadc075ac23-W336.jpg,499000.0
,,,,"San Diego, CA","This busy maintenance services company is for sale. The sale includes vehicles and equipment assets. Yields solid net margins with very consistent and reliable growth. Outstanding, $1,800 average...",Executive Managed Commercial and Residential Service Company,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/serviceother.jpg,250000.0
,Rita Flores,(805) 305-4792,,"Baywood-Los Osos, CA","Attention! Entrepreneur farmers! Whether you want to grow food for your family, start a community supported agriculture business, or farm stand, this equipment will help you to start growing fruit,...",ZipGrow Hydroponic Farm for Sale - Land Not Included,"https://images.bizbuysell.com/shared/listings/191/1916270/f9bfcb03-3ec5-4553-972b-c80ba81ec601-W336.jpg,https://images.bizbuysell.com/shared/listings/191/1916270/581eb6da-80f5-4dbe-982a-e2b639b00214-W336.jpg,https://images.bizbuysell.com/shared/listings/191/1916270/ee2e113b-68d7-48c9-b99c-d45ad421679d-W336.jpg",74400.0
,,,,"Los Angeles County, CA","Family-owned business that sells portable, stationary, and industrial-grade pressure washers, equipment, and car care products from some of the most trusted brands in the industry, being a...",Pressure Washer Equipment and Accessories Dealer,https://images.bizbuysell.com/shared/listings/218/2185360/5b27f874-e3dd-4312-8c2c-323b2977df00-W336.png,329000.0
Premier Realty,Khalid Saddique,9166702117,,"Redding, CA",Prime I-5 freeway Turn Key C-Store & 76 Gas Station construction will be completed in April 2024...,Prime I-5 freeway Gas Station,"https://images.bizbuysell.com/shared/listings/218/2180417/fe436018-4668-485d-a3c8-e53b09ccdd35-W336.jpg,https://images.bizbuysell.com/shared/listings/218/2180417/7b3c93c8-43a6-475c-a49b-1a8026b75574-W336.jpg,https://images.bizbuysell.com/shared/listings/218/2180417/bb591623-624a-4030-bb38-d292ca51d050-W336.jpg",6850000.0
,,,,"Arlington, CA",This is a great opportunity for someone whom is interested in getting into an established business to add additional cash flow. The manageable size of the store will be perfect for someone first time...,Laundromat in Riverside County,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/servicelaundry.jpg,300000.0
,,,,"Los Angeles County, CA","Doing good deals for good people!

Transworld Business Advisors is the world leader in the marketing and sales of businesses, mergers and acquisitions, and franchises. We’ve helped over 10,000 business owners just like you maximize the value of their business. 

When a company owner needs to sell their business, they can’t just stick a for sale sign in the window. They need the assistance of a business broker to locate and vet potential buyers. On the other side, buyers rely on the broker to help facilitate the process of evaluating potential businesses and franchises for sale. 

Transworld Business Advisors of Beverly Hills Broker of Record: 02198295",,,
,,,,"Eureka, CA","FedEx Ground Routes For Sale: Well-established and highly profitable FedEx Ground routes. All routes are contiguous, making load sharing among routes efficient. Each route and supplemental comes with...","11 FedEx Ground Routes - Eureka, CA - Seller Financing",https://images.bizbuysell.com/shared/listings/220/2203171/5c9aa3b2-ac12-496a-955f-4d4613f28205-W336.jpg,1400000.0
,,,,"Sun Valley, CA","FedEx Ground Routes For Sale: Well-established and highly profitable FedEx Ground routes. All routes are contiguous, making load sharing among routes efficient. Each route and supplemental comes with...","7 FedEx Ground Routes - Sun Valley, CA - Highly Profitable",https://images.bizbuysell.com/shared/listings/220/2203170/6dbe2819-b952-423a-a0c7-71686546fae9-W336.jpg,1000000.0
,,,,"Anaheim, CA","FedEx Ground Routes For Sale: Well-established and highly profitable FedEx Ground routes. All routes are contiguous, making load sharing among routes efficient. Each route and supplemental comes with...","8 FedEx Ground Routes - Anaheim, CA - Highly Profitable",https://images.bizbuysell.com/shared/listings/220/2203169/8579803a-930e-4db0-8649-2daa57f39a1e-W336.jpg,825000.0
,,,,"Ukiah, CA","FedEx Ground Routes For Sale: Well-established and highly profitable FedEx Ground routes. All routes are contiguous, making load sharing among routes efficient. Each route and supplemental comes with...","7 FedEx Ground Routes - Ukiah, CA - Seller Financing",https://images.bizbuysell.com/shared/listings/220/2203168/ebe8cfb2-910d-4d71-9999-52f0e5b66174-W336.jpg,550000.0
,,,,"Milpitas, CA","Description: This restaurant is a cornerstone in the Milpitas community, preparing family-style Chinese meals for dine-in or carryout. Over 23 plus years in town, a local favorite located in a...",Chinese Restaurant with Type-47 Liq. Lic. - can be converted (Milpitas,https://images.bizbuysell.com/shared/listings/219/2198101/4aa21b03-fa45-42ab-b949-a8e4add490f7-W336.jpg,250000.0
,,,,"Tracy, CA","Profitable routes for sale, opportunity to join FedEx family. 2 assigned local 1 unassigned team 3 trucks 7 Drivers HR /Ops Manager This is turn key business, very easy to run. Also can provide...",FedEx Linehaul Routes in CA,https://images.bizbuysell.com/shared/listings/219/2198025/870827dc-463d-46e1-bd14-f19e913f0ecf-W336.png,498000.0
,,,,"Pasadena, CA","30 seats. 1,581 Sq Ft. The monthly rent is $4,964.38. The lease expires on 7/31/2029. The restaurant is equipped with two burner range, 2 burner wok, fryer, griddle, reach-in cooler and freezer. Two...",Thai Restaurant in Pasadena,https://images.bizbuysell.com/shared/listings/219/2197956/4577e7a3-fd92-4684-a9aa-c08ff478a3d9-W336.jpg,290000.0
,,,,"Weaverville, CA","This unique opportunity presents an ideal chance for investors to acquire a turnkey fully operational outdoor cultivation and distribution business, complete with a 10-acre property, nestled within...","Outdoor Cultivation & Distribution (Trinity County, CA)",https://images.bizbuysell.com/shared/listings/220/2205813/25eb2e30-b0a3-42e1-a859-93b1e89434c8-W336.png,550000.0
,,,,"Lakewood, CA",https://www.kibomrealtor.com/sushi--thai-lakewood.html 1. PLEASE COPY AND PASTE THE ABOVE LINK AND SUBMIT NDA. You will get an address instantly. 2. PLEASE VISIT THE LOCATION FIRST. 3. ASK QUESTIONS...,Sushi & Thai (Lakewood),https://images.bizbuysell.com/shared/listings/220/2205805/8f2325b2-f2f7-4e7a-8336-c0c4f223e886-W336.jpg,110000.0
,,,,"Los Angeles, CA",Hair Expressions has been in business for 33 years. Located in the Winnetka Square Shopping Center next to In and Out Burger. Heavy traffic in this area. The beauty hair salon has 8 cutting hair...,Hair Beauty Salon For Sale,https://images.bizbuysell.com/shared/listings/220/2205781/c2540fb7-e252-4fd5-b076-59e2171fd50c-W336.jpg,90000.0
,,,,"San Francisco, CA",South FiDi Breakfast and Lunch Business For Sale with Great Hours and Weekends Off RRC# 4695 Location: San Francisco's South Financial District Description: An inviting cafe nestled in the heart of...,South FiDi Breakfast and Lunch Business For Sale with Great Hours,https://images.bizbuysell.com/shared/listings/220/2205769/d1547cd9-7ce6-4d55-bf07-047d680123e4-W336.jpg,135000.0
,,,,"San Francisco, CA","Breakfast and Lunch Business For Sale in San Francisco FiDi with a 5 day workweek RRC# 4693 Location: San Francisco Description: Restaurant located in the bustling Financial District of San Francisco,...",Breakfast and Lunch Business For Sale in San Francisco FiDi,https://images.bizbuysell.com/shared/listings/220/2205764/f63a9f82-955d-4592-8660-729d81badf08-W336.jpg,149000.0
,,,,"Murrieta, CA","Smoke Shop: Murrieta, California Is ""For Sale"" by Regional Real Estate - Commercial. Business is located in the city of Murrieta, California. Open 7 days a week from 9am to 9pm, Estimated 1400 square...","Smoke Shop: Murrieta, California",https://images.bizbuysell.com/shared/listings/220/2204908/663b4086-219c-4f05-9503-5bc9af6e7eeb-W336.jpg,275000.0
,,,,"San Jose, CA","Price was dropped $200k for a quick & easy sale. A beautifully designed Restaurant in a downtown location, All equipment is top-notch, A Chef's dream Kitchen, too much to list, everything you need in...",Exquisite Modern Restaurant & Full Bar in the Heart of Willow Glen,https://images.bizbuysell.com/shared/listings/220/2204849/91085352-0a53-4101-bcfd-31ca1764862e-W336.jpg,398000.0
,,,,"Blackhawk, CA","A beautiful country club setting Restaurant for Large Events as well as daily lunch, dinner & weekend Brunch, The facility is gigantic for all kinds of events, beautiful patio seating as well inside...",An Upscale Modern & Enormous Restaurant Bar with type 47 License,https://images.bizbuysell.com/shared/listings/220/2204844/7ffcedc1-a2c7-4786-9496-aa9579faa18b-W336.jpg,488000.0
,,,,,,,,
,,,,"Contra Costa County, CA","Small Animal Veterinary Clinic for Sale in Contra Costa County, California The veterinary practice is situated about 1 hour from San Francisco. This northern California city offers a unique blend of...",Northern California Veterinary Practice for Sale + Real Estate,https://images.bizbuysell.com/shared/listings/219/2196980/3f422b1e-330a-4f05-9945-0ff53c358130-W336.png,
,,,,"Los Angeles County, CA","Sizzler Franchise, well-established, short hours, 100% absentee owned and 100% employee operated, turn key, fully functional franchised restaurant, desirable and upscale community of San Fernando...",Sizzler Franchise - Well Established - Short Hours - 100% Absentee Run,https://images.bizbuysell.com/shared/listings/219/2194629/0c70746e-f6df-4597-b38d-b2c26b8652bc-W336.jpg,495000.0
,,,,"Simi Valley, CA",This cleaner is one of the best cleaners in the area and the rent is lowest in the Simi Valley and this cleaner is well established and well organized and this cleaner has lots of potential to...,Dry Cleaner in Simi Valley,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/servicedrycleaners.jpg,170000.0
